[2024-10-03 04:40:31] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-03 04:40:31] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-03 04:40:31] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-03 04:40:32] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-03 04:40:32] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-03 04:40:32] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-03 04:40:32] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431\
[2024-10-03 04:40:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/fashionsbylina.github.io/
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:103] Filesize: 150020 bytes
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-solid-900.woff2
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe2072cd4c2-YMfWFj.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-solid-900.woff2
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:41:22] [class-ss-page.php:119] Checking Content Identical:97f0942c6627ddd89fb62170e5cac9a2cbd6c98c===. Value: FALSE
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-solid-900.ttf
[2024-10-03 04:41:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 634
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe2072d85a5-5AZ73V.tmp
[2024-10-03 04:41:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-solid-900.ttf?simply_static_page=664
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-solid-900.ttf?simply_static_page=664
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:103] Filesize: 394668 bytes
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-solid-900.ttf
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe2072d85a5-5AZ73V.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-solid-900.ttf
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:41:22] [class-ss-page.php:119] Checking Content Identical:e9ace557c3aa403307f1e7a2cef1c035d522b94b===. Value: FALSE
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.woff2
[2024-10-03 04:41:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 634
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe2072df74a-Y5S7wQ.tmp
[2024-10-03 04:41:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.woff2?simply_static_page=665
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.woff2?simply_static_page=665
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:103] Filesize: 4568 bytes
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.woff2
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe2072df74a-Y5S7wQ.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.woff2
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:41:22] [class-ss-page.php:119] Checking Content Identical:35794892fa2b4aede41ec686df49a1283ab2b2b3===. Value: FALSE
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.ttf
[2024-10-03 04:41:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 634
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe2072e7464-tVfBiK.tmp
[2024-10-03 04:41:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.ttf?simply_static_page=666
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.ttf?simply_static_page=666
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:103] Filesize: 10172 bytes
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.ttf
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe2072e7464-tVfBiK.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/wp-content/themes/lightning/vendor/vektor-inc/font-awesome-versions/src/versions/6/webfonts/fa-v4compatibility.ttf
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:41:22] [class-ss-page.php:119] Checking Content Identical:321d89c65f1746f111341556bc62c7e217ad2544===. Value: FALSE
[2024-10-03 04:41:22] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 600 of 634 pages/files
[2024-10-03 04:41:22] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-03 04:41:22] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-03 04:41:22] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:69] Total pages: 635; Pages remaining: 1
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/2024/10/02/hello-world/feed/
[2024-10-03 04:41:22] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 635
[2024-10-03 04:41:22] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe2072f19a4-PHlZxT.tmp
[2024-10-03 04:41:22] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/2024/10/02/hello-world/feed/?simply_static_page=667
[2024-10-03 04:41:22] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/2024/10/02/hello-world/feed/?simply_static_page=667
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:103] Filesize: 1122 bytes
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html;charset=UTF-8
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:233] New filename for static page: /2024/10/02/hello-world/feed/index.html
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe2072f19a4-PHlZxT.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/2024/10/02/hello-world/feed/index.html
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:159] Adding 3 URLs to the queue
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:41:23] [class-ss-page.php:119] Checking Content Identical:34bce140185387c2ed8feb86450c25627d978d2f===. Value: FALSE
[2024-10-03 04:41:23] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 634 of 635 pages/files
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:69] Total pages: 636; Pages remaining: 1
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:72] URL: http://localhost/fashionsbylina.github.io/2024/10/02/hello-world/feed/index.xml
[2024-10-03 04:41:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 636
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe20731248c-T3kTBQ.tmp
[2024-10-03 04:41:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/2024/10/02/hello-world/feed/index.xml?simply_static_page=668
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/2024/10/02/hello-world/feed/index.xml?simply_static_page=668
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:103] Filesize: 1721 bytes
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/xml
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:233] New filename for static page: /2024/10/02/hello-world/feed/index.xml
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe20731248c-T3kTBQ.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431/2024/10/02/hello-world/feed/index.xml
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-03 04:41:23] [class-ss-page.php:119] Checking Content Identical:6eaca390bcca51e0a84cc1085e958eeb83b40899===. Value: FALSE
[2024-10-03 04:41:23] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 635 of 636 pages/files
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-03 04:41:23] [class-ss-fetch-urls-task.php:69] Total pages: 636; Pages remaining: 0
[2024-10-03 04:41:23] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 636 of 636 pages/files
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:175] We've found our next task: generate_404
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:136] Current task: generate_404
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:153] Performing task: generate_404
[2024-10-03 04:41:23] [class-ss-task.php:44] Status message: [generate_404] Generating 404 Page.
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ericw\AppData\Local\Temp/66fe20731d72e-iqwtLy.tmp
[2024-10-03 04:41:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/fashionsbylina.github.io/1727930484?simply_static_page=0
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/fashionsbylina.github.io/1727930484?simply_static_page=0
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:103] Filesize: 34688 bytes
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:119] http_status_code: 404 | content_type: text/html; charset=UTF-8
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:233] New filename for static page: 404/index.html
[2024-10-03 04:41:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ericw\AppData\Local\Temp/66fe20731d72e-iqwtLy.tmp to C:\xampp\htdocs\FashionsByLina.github.io/wp-content/uploads\simply-static\temp-files/simply-static-1-1727930431\404/index.html
[2024-10-03 04:41:23] [class-ss-generate-404-task.php:119] Replacing URLs in the static file
[2024-10-03 04:41:23] [class-ss-generate-404-task.php:125] We're saving this URL; keeping the static file
[2024-10-03 04:41:23] [class-ss-page.php:119] Checking Content Identical:7c901847519ba1ea9c543c819a28a8589911e690===. Value: FALSE
[2024-10-03 04:41:23] [class-ss-task.php:44] Status message: [generate_404] 404 Page generated
[2024-10-03 04:41:23] [class-ss-archive-creation-job.php:175] We've found our next task: transfer_files_locally
[2024-10-03 04:41:24] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-03 04:41:24] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-03 04:41:24] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 631 files
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animate.css
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animate.css
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animate.css
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:73] [Transfer] Total Pages:631. Processed Pages: 50
[2024-10-03 04:41:24] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 50 of 631 files
[2024-10-03 04:41:24] [trait-can-process-pages.php:110] Total pages: 631; Pages remaining: 581
[2024-10-03 04:41:24] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-10-03 04:41:24] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-03 04:41:24] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-03 04:41:24] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 631 files
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
[2024-10-03 04:41:24] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/FashionsByLina.github.io/wp-content/plugins/elementor/assets/lib/animations/styles
